mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,semantic_decay_factor,test_mean,test_std
handcrafted,strongest,avoid_walls,exclude_walls,2,0.9,33.660000000000004,1.6057397049335234
handcrafted,strongest,avoid_walls,exclude_walls,2,0.99,33.660000000000004,1.6057397049335236
handcrafted,strongest,avoid_walls,include_walls,2,0.8,33.660000000000004,1.6057397049335234
handcrafted,strongest,avoid_walls,include_walls,2,0.9,33.660000000000004,1.6057397049335234
handcrafted,strongest,avoid_walls,include_walls,2,0.99,33.660000000000004,1.6057397049335234
random,strongest,random,False,2,0.99,33.260000000000005,5.066201733054065
random,strongest,random,False,2,0.8,33.26,5.066201733054065
random,strongest,random,False,2,0.9,33.26,5.066201733054065
random,strongest,random,include_walls,2,0.7,30.879999999999995,3.8860777140968232
random,strongest,random,exclude_walls,2,0.8,30.3,8.423301015635142
random,strongest,random,exclude_walls,2,0.9,30.3,8.423301015635142
random,strongest,random,exclude_walls,2,0.99,30.3,8.423301015635142
random,strongest,random,include_walls,2,0.8,30.1,2.6510375327407183
random,strongest,random,include_walls,2,0.9,30.1,2.6510375327407183
random,strongest,random,include_walls,2,0.99,30.1,2.6510375327407183
handcrafted,strongest,random,False,2,0.7,27.1,9.21129741133137
handcrafted,strongest,random,False,2,0.99,24.900000000000002,3.023243291566194
handcrafted,strongest,random,False,2,0.9,24.9,3.023243291566194
handcrafted,strongest,random,False,2,0.8,24.46,3.4074037037016907
handcrafted,strongest,random,exclude_walls,2,0.7,23.96,1.6044936896105262
handcrafted,strongest,random,include_walls,2,0.7,23.96,1.6044936896105262
handcrafted,strongest,random,exclude_walls,2,0.9,22.5,5.96355598615457
handcrafted,strongest,random,exclude_walls,2,0.99,22.5,5.96355598615457
handcrafted,strongest,random,include_walls,2,0.9,22.5,5.96355598615457
handcrafted,strongest,random,include_walls,2,0.99,22.5,5.96355598615457
handcrafted,strongest,random,exclude_walls,2,0.8,21.18,3.7322379345373995
handcrafted,strongest,random,include_walls,2,0.8,21.18,3.7322379345373995
handcrafted,random,avoid_walls,exclude_walls,6,0.7,283.12,26.203083787981907
handcrafted,random,avoid_walls,include_walls,6,0.8,280.02,22.89274120764047
handcrafted,latest_strongest,avoid_walls,exclude_walls,6,0.7,277.78000000000003,35.734823352018985
handcrafted,latest_strongest,avoid_walls,False,6,0.9,277.0,33.038220291050784
handcrafted,random,avoid_walls,include_walls,6,0.9,273.78,11.817343187028117
handcrafted,random,avoid_walls,False,6,0.9,271.9,19.77907985726333
handcrafted,latest_strongest,avoid_walls,include_walls,6,0.8,269.23999999999995,33.06923645928342
handcrafted,random,avoid_walls,False,6,0.8,267.16,18.613178127337633
handcrafted,latest_strongest,avoid_walls,False,6,0.8,266.47999999999996,9.004087960476616
handcrafted,latest_strongest,avoid_walls,include_walls,6,0.9,266.32000000000005,18.854325763601313
handcrafted,latest_strongest,avoid_walls,exclude_walls,6,0.99,265.44,33.69217119747554
handcrafted,random,avoid_walls,include_walls,6,0.7,265.38,21.59142422351986
handcrafted,random,avoid_walls,exclude_walls,6,0.8,263.52000000000004,27.06062822626259
handcrafted,latest_strongest,avoid_walls,False,6,0.99,263.30000000000007,24.835055868670803
handcrafted,random,avoid_walls,False,6,0.99,262.08000000000004,11.717747223762775
handcrafted,random,avoid_walls,exclude_walls,6,0.99,260.86,12.269246105608927
handcrafted,latest_strongest,avoid_walls,exclude_walls,6,0.8,260.53999999999996,20.361198393021954
handcrafted,latest_strongest,avoid_walls,False,6,0.7,259.91999999999996,31.850676601918526
random,latest_strongest,avoid_walls,include_walls,6,0.9,257.92,16.25858542432274
handcrafted,latest_strongest,avoid_walls,include_walls,6,0.7,257.52,12.686118397681774
random,latest_strongest,avoid_walls,False,6,0.99,255.28000000000003,38.34466846903229
handcrafted,random,avoid_walls,include_walls,6,0.99,253.71999999999997,26.982171891825164
handcrafted,latest_strongest,avoid_walls,include_walls,6,0.99,252.51999999999998,19.214931693867673
random,latest_strongest,avoid_walls,False,6,0.9,252.11999999999998,27.00825059125452
handcrafted,random,avoid_walls,exclude_walls,6,0.9,250.45999999999998,25.4758395347435
random,latest_strongest,avoid_walls,include_walls,6,0.7,249.86000000000004,39.08363340325463
random,latest_strongest,avoid_walls,exclude_walls,6,0.8,249.44,19.56574557741157
random,random,avoid_walls,include_walls,6,0.7,248.37999999999997,16.957287518940042
random,random,avoid_walls,exclude_walls,6,0.9,247.92000000000002,27.940536859552285
random,random,avoid_walls,include_walls,6,0.99,247.28000000000003,5.766593448475455
random,random,avoid_walls,exclude_walls,6,0.8,247.0,18.228329599828932
random,latest_strongest,avoid_walls,exclude_walls,6,0.99,246.4,16.572265988693278
handcrafted,random,avoid_walls,False,6,0.7,245.01999999999998,20.082768733419215
random,latest_strongest,avoid_walls,include_walls,6,0.8,242.88000000000002,29.746623337784076
random,latest_strongest,avoid_walls,exclude_walls,6,0.7,239.82,19.252573853903275
random,random,avoid_walls,include_walls,6,0.8,238.85999999999999,18.821540850844272
